Kalenderår;Kod;Benämning;Omfattning;Enhet;Nivå inom studieordning;Kvinnor;Män;Total
"2018";"BE3002";"Numeriska metoder för fysiker I";"7,5";"HP";"Grundnivå";"0";"0,05";"0,05"
"2019";"BE3002";"Numeriska metoder för fysiker I";"7,5";"HP";"Grundnivå";"0";"0,125";"0,125"
"2021";"BE3002";"Numeriska metoder för fysiker I";"7,5";"HP";"Grundnivå";"0";"0,05";"0,05"
"2017";"BE3003";"Numeriska metoder";"7,5";"HP";"Grundnivå";"0,275";"0,125";"0,4"
"2018";"BE3003";"Numeriska metoder";"7,5";"HP";"Grundnivå";"0,075";"0,325";"0,4"
"2019";"BE3003";"Numeriska metoder";"7,5";"HP";"Grundnivå";"0";"0,375";"0,375"
"2017";"BE3009";"Tillämpade numeriska metoder";"7,5";"HP";"Grundnivå";"0";"0,2";"0,2"
"2018";"BE3009";"Tillämpade numeriska metoder";"7,5";"HP";"Grundnivå";"0";"0,125";"0,125"
"2019";"BE3009";"Tillämpade numeriska metoder";"7,5";"HP";"Grundnivå";"0";"0,125";"0,125"
"2020";"BE3009";"Tillämpade numeriska metoder";"7,5";"HP";"Grundnivå";"0,2";"0,075";"0,275"
"2021";"BE3009";"Tillämpade numeriska metoder";"7,5";"HP";"Grundnivå";"0,125";"0,075";"0,2"
"2017";"BE7001";"Numeriska metoder för fysiker II";"7,5";"HP";"Avancerad nivå";"0";"0,9";"0,9"
"2018";"BE7001";"Numeriska metoder för fysiker II";"7,5";"HP";"Avancerad nivå";"0,125";"0,7";"0,825"
"2019";"BE7001";"Numeriska metoder för fysiker II";"7,5";"HP";"Avancerad nivå";"0,125";"0,8";"0,925"
"2020";"BE7001";"Numeriska metoder för fysiker II";"7,5";"HP";"Avancerad nivå";"0,15";"0,9";"1,05"
"2021";"BE7001";"Numeriska metoder för fysiker II";"7,5";"HP";"Avancerad nivå";"0,3";"0,7";"1,0"
"2020";"BE7006";"Beräkningsmetoder för stokastiska differentialekvationer";"7,5";"HP";"Avancerad nivå";"0";"0,25";"0,25"
"2019";"BE7008";"Numerisk behandling av differentialekvationer";"7,5";"HP";"Avancerad nivå";"0";"0,375";"0,375"
"2018";"BE7009";"Avancerade numeriska metoder";"7,5";"HP";"Avancerad nivå";"0";"0,25";"0,25"
"2019";"BE7009";"Avancerade numeriska metoder";"7,5";"HP";"Avancerad nivå";"0";"0,375";"0,375"
"2020";"BE7009";"Avancerade numeriska metoder";"7,5";"HP";"Avancerad nivå";"0";"0,43333";"0,43333"
"2021";"BE7009";"Avancerade numeriska metoder";"7,5";"HP";"Avancerad nivå";"0";"0,25";"0,25"
"2017";"BE7012";"Parallella datorberäkningar för storskaliga problem";"7,5";"HP";"Avancerad nivå";"0";"0,25";"0,25"
"2018";"BE7012";"Parallella datorberäkningar för storskaliga problem";"7,5";"HP";"Avancerad nivå";"0";"0,375";"0,375"
"2020";"BE7012";"Parallella datorberäkningar för storskaliga problem";"7,5";"HP";"Avancerad nivå";"0,125";"0";"0,125"
"2021";"BE7012";"Parallella datorberäkningar för storskaliga problem";"7,5";"HP";"Avancerad nivå";"0,125";"0";"0,125"
"2017";"BE7013";"Finita elementmetoden";"7,5";"HP";"Avancerad nivå";"0";"0,25";"0,25"
"2018";"BE7013";"Finita elementmetoden";"7,5";"HP";"Avancerad nivå";"0";"0,375";"0,375"
"2019";"BE7013";"Finita elementmetoden";"7,5";"HP";"Avancerad nivå";"0";"0,625";"0,625"
"2020";"BE7013";"Finita elementmetoden";"7,5";"HP";"Avancerad nivå";"0,125";"0,5";"0,625"
"2021";"BE7013";"Finita elementmetoden";"7,5";"HP";"Avancerad nivå";"0";"0,25";"0,25"
"2017";"DA2001";"Datalogi I";"15,0";"HP";"Grundnivå";"2,0";"5,125";"7,125"
"2018";"DA2001";"Datalogi I";"15,0";"HP";"Grundnivå";"1,25";"7,25";"8,5"
"2019";"DA2001";"Datalogi I";"15,0";"HP";"Grundnivå";"0,625";"2,625";"3,25"
"2017";"DA2002";"Introduktion till programmering och datalogiskt tänkande";"3,0";"HP";"Grundnivå";"0,12333";"0,08667";"0,21"
"2018";"DA2002";"Introduktion till programmering och datalogiskt tänkande";"3,0";"HP";"Grundnivå";"0,01167";"0";"0,01167"
"2017";"DA2003";"Programmeringsteknik";"6,0";"HP";"Grundnivå";"5,025";"12,925";"17,95"
"2018";"DA2003";"Programmeringsteknik";"6,0";"HP";"Grundnivå";"0,575";"1,675";"2,25"
"2019";"DA2003";"Programmeringsteknik";"6,0";"HP";"Grundnivå";"0,1";"0,275";"0,375"
"2017";"DA2004";"Programmeringsteknik för matematiker";"7,5";"HP";"Grundnivå";"1,4";"3,675";"5,075"
"2018";"DA2004";"Programmeringsteknik för matematiker";"7,5";"HP";"Grundnivå";"2,4";"6,325";"8,725"
"2019";"DA2004";"Programmeringsteknik för matematiker";"7,5";"HP";"Grundnivå";"2,05";"5,35";"7,4"
"2020";"DA2004";"Programmeringsteknik för matematiker";"7,5";"HP";"Grundnivå";"1,625";"8,2";"9,825"
"2021";"DA2004";"Programmeringsteknik för matematiker";"7,5";"HP";"Grundnivå";"4,05";"8,725";"12,775"
"2021";"DA2005";"Programmeringsteknik";"7,5";"HP";"Grundnivå";"2,7";"6,225";"8,925"
"2021";"DA200U";"Programmeringsteknik för matematiker - uppdragsutbildning inom ULV";"7,5";"HP";"Grundnivå";"0,025";"0";"0,025"
"2021";"DA201U";"Programmeringsteknik för matematiker - uppdragsutbildning inom VAL";"7,5";"HP";"Grundnivå";"0,125";"0";"0,125"
"2017";"DA3001";"Datalogi II";"15,0";"HP";"Grundnivå";"0,45";"3,475";"3,925"
"2018";"DA3001";"Datalogi II";"15,0";"HP";"Grundnivå";"0,85";"3,95";"4,8"
"2019";"DA3001";"Datalogi II";"15,0";"HP";"Grundnivå";"0";"0,275";"0,275"
"2021";"DA3001";"Datalogi II";"15,0";"HP";"Grundnivå";"0";"0,05";"0,05"
"2017";"DA3002";"Objektorienterad programmering";"7,5";"HP";"Grundnivå";"0,2";"0,575";"0,775"
"2018";"DA3002";"Objektorienterad programmering";"7,5";"HP";"Grundnivå";"0,425";"1,0";"1,425"
"2017";"DA3004";"Algoritmer och komplexitet";"7,5";"HP";"Grundnivå";"0,125";"0,525";"0,65"
"2018";"DA3004";"Algoritmer och komplexitet";"7,5";"HP";"Grundnivå";"0,125";"0,675";"0,8"
"2019";"DA3004";"Algoritmer och komplexitet";"7,5";"HP";"Grundnivå";"0,15";"0,9";"1,05"
"2020";"DA3004";"Algoritmer och komplexitet";"7,5";"HP";"Grundnivå";"0,1";"0,775";"0,875"
"2021";"DA3004";"Algoritmer och komplexitet";"7,5";"HP";"Grundnivå";"0,625";"2,7";"3,325"
"2017";"DA3007";"Programsystemkonstruktion med C++";"6,0";"HP";"Grundnivå";"0";"0,2";"0,2"
"2017";"DA3012";"Programmeringsparadigm";"7,5";"HP";"Grundnivå";"0,2";"0,6";"0,8"
"2018";"DA3012";"Programmeringsparadigm";"7,5";"HP";"Grundnivå";"0,05";"0,625";"0,675"
"2019";"DA3012";"Programmeringsparadigm";"7,5";"HP";"Grundnivå";"0,175";"0,875";"1,05"
"2020";"DA3012";"Programmeringsparadigm";"7,5";"HP";"Grundnivå";"0,45";"2,675";"3,125"
"2021";"DA3012";"Programmeringsparadigm";"7,5";"HP";"Grundnivå";"0";"0,325";"0,325"
"2017";"DA3013";"Kommunikation för dataloger";"7,5";"HP";"Grundnivå";"0";"1,15";"1,15"
"2018";"DA3013";"Kommunikation för dataloger";"7,5";"HP";"Grundnivå";"0,375";"1,6";"1,975"
"2019";"DA3013";"Kommunikation för dataloger";"7,5";"HP";"Grundnivå";"0,125";"1,75";"1,875"
"2017";"DA3014";"Databasteknik";"6,0";"HP";"Grundnivå";"0,2";"0,65";"0,85"
"2018";"DA3014";"Databasteknik";"6,0";"HP";"Grundnivå";"0";"0,8";"0,8"
"2019";"DA3014";"Databasteknik";"6,0";"HP";"Grundnivå";"0,35";"0,95";"1,3"
"2020";"DA3014";"Databasteknik";"6,0";"HP";"Grundnivå";"0,3";"0,95";"1,25"
"2017";"DA3015";"Mjukvarukonstruktion med projektarbete";"9,0";"HP";"Grundnivå";"0,15";"1,2";"1,35"
"2018";"DA3015";"Mjukvarukonstruktion med projektarbete";"9,0";"HP";"Grundnivå";"0";"1,05";"1,05"
"2019";"DA3015";"Mjukvarukonstruktion med projektarbete";"9,0";"HP";"Grundnivå";"0,6";"1,5";"2,1"
"2020";"DA3015";"Mjukvarukonstruktion med projektarbete";"9,0";"HP";"Grundnivå";"0,15";"1,5";"1,65"
"2017";"DA3017";"Språkteknologi för lingvister";"7,5";"HP";"Grundnivå";"0";"0,19167";"0,19167"
"2018";"DA3017";"Språkteknologi för lingvister";"7,5";"HP";"Grundnivå";"0,03333";"0,06667";"0,1"
"2019";"DA3017";"Språkteknologi för lingvister";"7,5";"HP";"Grundnivå";"0,09167";"0";"0,09167"
"2017";"DA3018";"Datalogi för matematiker";"7,5";"HP";"Grundnivå";"0";"0,8";"0,8"
"2018";"DA3018";"Datalogi för matematiker";"7,5";"HP";"Grundnivå";"0,25";"1,425";"1,675"
"2019";"DA3018";"Datalogi för matematiker";"7,5";"HP";"Grundnivå";"0,7";"3,725";"4,425"
"2020";"DA3018";"Datalogi för matematiker";"7,5";"HP";"Grundnivå";"1,175";"3,175";"4,35"
"2021";"DA3018";"Datalogi för matematiker";"7,5";"HP";"Grundnivå";"1,35";"4,8";"6,15"
"2018";"DA3019";"Programsystemkonstruktion med C++";"7,5";"HP";"Grundnivå";"0";"0,35";"0,35"
"2020";"DA3019";"Programsystemkonstruktion med C++";"7,5";"HP";"Grundnivå";"0,025";"0,15";"0,175"
"2021";"DA3019";"Programsystemkonstruktion med C++";"7,5";"HP";"Grundnivå";"0,025";"0,425";"0,45"
"2019";"DA3020";"Maskinnära programmering och datorarkitektur";"6,0";"HP";"Grundnivå";"0";"0,1";"0,1"
"2020";"DA3020";"Maskinnära programmering och datorarkitektur";"6,0";"HP";"Grundnivå";"0";"0,1";"0,1"
"2020";"DA4001";"Databasteknik";"7,5";"HP";"Grundnivå";"0,2";"0,45";"0,65"
"2021";"DA4001";"Databasteknik";"7,5";"HP";"Grundnivå";"0,65";"2,125";"2,775"
"2020";"DA4002";"Mjukvaruutveckling";"7,5";"HP";"Grundnivå";"0,375";"1,05";"1,425"
"2021";"DA4002";"Mjukvaruutveckling";"7,5";"HP";"Grundnivå";"0";"0,75";"0,75"
"2021";"DA4003";"Programmeringsparadigm";"7,5";"HP";"Grundnivå";"0,375";"1,375";"1,75"
"2021";"DA4004";"Introduktion till maskininlärning";"7,5";"HP";"Grundnivå";"1,625";"4,25833";"5,88333"
"2021";"DA4005";"Algoritmer och komplexitet";"7,5";"HP";"Grundnivå";"0";"0,775";"0,775"
"2017";"DA6006";"Datalogi, självständigt arbete";"15,0";"HP";"Grundnivå";"0,05";"0,5";"0,55"
"2018";"DA6006";"Datalogi, självständigt arbete";"15,0";"HP";"Grundnivå";"0,45";"0,525";"0,975"
"2019";"DA6006";"Datalogi, självständigt arbete";"15,0";"HP";"Grundnivå";"0,025";"0,275";"0,3"
"2020";"DA6006";"Datalogi, självständigt arbete";"15,0";"HP";"Grundnivå";"0,275";"0,85";"1,125"
"2021";"DA6006";"Datalogi, självständigt arbete";"15,0";"HP";"Grundnivå";"0,7";"2,475";"3,175"
"2021";"DA6007";"Datalogi, självständigt arbete";"15,0";"HP";"Grundnivå";"0,25";"0";"0,25"
"2017";"DA7009";"Datorarkitektur och maskinnära programmering";"7,5";"HP";"Avancerad nivå";"0";"0,25";"0,25"
"2018";"DA7009";"Datorarkitektur och maskinnära programmering";"7,5";"HP";"Avancerad nivå";"0";"0,125";"0,125"
"2019";"DA7009";"Datorarkitektur och maskinnära programmering";"7,5";"HP";"Avancerad nivå";"0";"0,125";"0,125"
"2017";"DA7011";"Programmering och datalogi för fysiker";"7,5";"HP";"Avancerad nivå";"0,375";"2,7";"3,075"
"2018";"DA7011";"Programmering och datalogi för fysiker";"7,5";"HP";"Avancerad nivå";"0,375";"2,275";"2,65"
"2019";"DA7011";"Programmering och datalogi för fysiker";"7,5";"HP";"Avancerad nivå";"1,0";"2,825";"3,825"
"2020";"DA7011";"Programmering och datalogi för fysiker";"7,5";"HP";"Avancerad nivå";"0,575";"1,625";"2,2"
"2021";"DA7011";"Programmering och datalogi för fysiker";"7,5";"HP";"Avancerad nivå";"0,55";"1,4";"1,95"
"2017";"DA7021";"Tillämpad bioinformatik";"7,5";"HP";"Avancerad nivå";"0,05";"0,05";"0,1"
"2019";"DA7021";"Tillämpad bioinformatik";"7,5";"HP";"Avancerad nivå";"0,25";"0";"0,25"
"2017";"DA7041";"Människa-datorinteraktion I";"7,5";"HP";"Avancerad nivå";"0";"0,25";"0,25"
"2019";"DA7044";"Datorseende och robotik";"30,0";"HP";"Avancerad nivå";"0";"0,1";"0,1"
"2017";"DA7047";"Teoretisk datalogi";"30,0";"HP";"Avancerad nivå";"0,1";"0,1";"0,2"
"2018";"DA7047";"Teoretisk datalogi";"30,0";"HP";"Avancerad nivå";"0";"0,3";"0,3"
"2017";"DA7048";"Modellering av cellbiologiska processer";"7,5";"HP";"Avancerad nivå";"0";"0,15";"0,15"
"2018";"DA7048";"Modellering av cellbiologiska processer";"7,5";"HP";"Avancerad nivå";"0,2";"0,125";"0,325"
"2019";"DA7048";"Modellering av cellbiologiska processer";"7,5";"HP";"Avancerad nivå";"0,175";"0";"0,175"
"2020";"DA7048";"Modellering av cellbiologiska processer";"7,5";"HP";"Avancerad nivå";"0";"0,125";"0,125"
"2021";"DA7048";"Modellering av cellbiologiska processer";"7,5";"HP";"Avancerad nivå";"0,125";"0";"0,125"
"2017";"DA7049";"Interkulturell kommunikation";"7,5";"HP";"Avancerad nivå";"0,5";"0";"0,5"
"2018";"DA7049";"Interkulturell kommunikation";"7,5";"HP";"Avancerad nivå";"0,125";"0";"0,125"
"2017";"DA7051";"Neurovetenskap";"7,5";"HP";"Avancerad nivå";"0,125";"0,125";"0,25"
"2018";"DA7051";"Neurovetenskap";"7,5";"HP";"Avancerad nivå";"0";"0,125";"0,125"
"2019";"DA7051";"Neurovetenskap";"7,5";"HP";"Avancerad nivå";"0,125";"0,25";"0,375"
"2020";"DA7051";"Neurovetenskap";"7,5";"HP";"Avancerad nivå";"0";"0,125";"0,125"
"2017";"DA7052";"Haptik";"6,0";"HP";"Avancerad nivå";"0,075";"0";"0,075"
"2017";"DA7054";"Datalogi";"6,0";"HP";"Avancerad nivå";"0";"0,1";"0,1"
"2019";"DA7054";"Datalogi";"6,0";"HP";"Avancerad nivå";"0";"0,3";"0,3"
"2020";"DA7054";"Datalogi";"6,0";"HP";"Avancerad nivå";"0,1";"0,1";"0,2"
"2017";"DA7055";"Datalogi";"7,5";"HP";"Avancerad nivå";"0";"0,125";"0,125"
"2018";"DA7055";"Datalogi";"7,5";"HP";"Avancerad nivå";"0";"0,375";"0,375"
"2019";"DA7055";"Datalogi";"7,5";"HP";"Avancerad nivå";"0";"0,5";"0,5"
"2020";"DA7055";"Datalogi";"7,5";"HP";"Avancerad nivå";"0";"0,125";"0,125"
"2017";"DA7056";"Datalogi";"9,0";"HP";"Avancerad nivå";"0";"0,3";"0,3"
"2020";"DA7056";"Datalogi";"9,0";"HP";"Avancerad nivå";"0";"0,15";"0,15"
"2017";"DA7057";"Datalogi";"12,0";"HP";"Avancerad nivå";"0,1";"0,3";"0,4"
"2019";"DA7057";"Datalogi";"12,0";"HP";"Avancerad nivå";"0";"0,1";"0,1"
"2020";"DA7057";"Datalogi";"12,0";"HP";"Avancerad nivå";"0";"0,1";"0,1"
"2021";"DA7057";"Datalogi";"12,0";"HP";"Avancerad nivå";"0";"0,1";"0,1"
"2018";"DA7058";"Datalogi";"15,0";"HP";"Avancerad nivå";"0";"0,375";"0,375"
"2019";"DA7058";"Datalogi";"15,0";"HP";"Avancerad nivå";"0";"0,625";"0,625"
"2020";"DA7058";"Datalogi";"15,0";"HP";"Avancerad nivå";"0";"0,875";"0,875"
"2017";"DA7060";"Datalogi";"24,0";"HP";"Avancerad nivå";"0";"0,1";"0,1"
"2019";"DA7062";"Tillämpad programmering för livsvetenskaperna 2";"1,5";"HP";"Avancerad nivå";"0,375";"0,275";"0,65"
"2020";"DA7062";"Tillämpad programmering för livsvetenskaperna 2";"1,5";"HP";"Avancerad nivå";"0,425";"0,2";"0,625"
"2021";"DA7062";"Tillämpad programmering för livsvetenskaperna 2";"1,5";"HP";"Avancerad nivå";"0,275";"0,425";"0,7"
"2019";"DA7063";"Maskininlärning";"7,5";"HP";"Avancerad nivå";"0,69167";"0,68333";"1,375"
"2020";"DA7063";"Maskininlärning";"7,5";"HP";"Avancerad nivå";"0,43333";"0,375";"0,80833"
"2021";"DA7063";"Maskininlärning";"7,5";"HP";"Avancerad nivå";"0";"1,0";"1,0"
"2019";"DA7064";"Djupinlärning i Data Science";"7,5";"HP";"Avancerad nivå";"0,25";"0,1";"0,35"
"2020";"DA7064";"Djupinlärning i Data Science";"7,5";"HP";"Avancerad nivå";"0,125";"0,25";"0,375"
"2017";"DA8001";"Programkonstruktion i C++ för fysiker";"7,5";"HP";"Avancerad nivå";"0";"0,11667";"0,11667"
"2018";"DA8001";"Programkonstruktion i C++ för fysiker";"7,5";"HP";"Avancerad nivå";"0";"0,13333";"0,13333"
"2019";"DA8001";"Programkonstruktion i C++ för fysiker";"7,5";"HP";"Avancerad nivå";"0,125";"0,375";"0,5"
"2020";"DA8001";"Programkonstruktion i C++ för fysiker";"7,5";"HP";"Avancerad nivå";"0";"0,35833";"0,35833"
"2021";"DA8001";"Programkonstruktion i C++ för fysiker";"7,5";"HP";"Avancerad nivå";"0";"0,26667";"0,26667"
"2017";"MM1003";"Förberedande kurs i matematik";"7,5";"HP";"Grundnivå";"14,92";"29,795";"44,715"
"2018";"MM1003";"Förberedande kurs i matematik";"7,5";"HP";"Grundnivå";"12,38";"19,595";"31,975"
"2019";"MM1003";"Förberedande kurs i matematik";"7,5";"HP";"Grundnivå";"19,83";"38,665";"58,495"
"2020";"MM1003";"Förberedande kurs i matematik";"7,5";"HP";"Grundnivå";"43,125";"69,95";"113,075"
"2021";"MM1003";"Förberedande kurs i matematik";"7,5";"HP";"Grundnivå";"19,37";"33,05";"52,42"
"2017";"MM1005";"Matematik för ekonomisk och statistisk analys";"7,5";"HP";"Grundnivå";"3,125";"4,125";"7,25"
"2018";"MM1005";"Matematik för ekonomisk och statistisk analys";"7,5";"HP";"Grundnivå";"3,5";"3,5";"7,0"
"2019";"MM1005";"Matematik för ekonomisk och statistisk analys";"7,5";"HP";"Grundnivå";"3,125";"3,5";"6,625"
"2020";"MM1005";"Matematik för ekonomisk och statistisk analys";"7,5";"HP";"Grundnivå";"3,875";"4,5";"8,375"
"2021";"MM1005";"Matematik för ekonomisk och statistisk analys";"7,5";"HP";"Grundnivå";"2,0";"5,125";"7,125"
"2017";"MM1008";"Utmanande matematik";"7,5";"HP";"Grundnivå";"1,0";"3,1";"4,1"
"2018";"MM1008";"Utmanande matematik";"7,5";"HP";"Grundnivå";"0,875";"3,05";"3,925"
"2019";"MM1008";"Utmanande matematik";"7,5";"HP";"Grundnivå";"1,625";"5,4";"7,025"
"2020";"MM1008";"Utmanande matematik";"7,5";"HP";"Grundnivå";"2,15";"2,8";"4,95"
"2021";"MM1008";"Utmanande matematik";"7,5";"HP";"Grundnivå";"1,6";"4,425";"6,025"
"2017";"MM100U";"Förberedande kurs i matematik - kurs inom ULV-projektet";"7,5";"HP";"Grundnivå";"0";"0,06";"0,06"
"2018";"MM100U";"Förberedande kurs i matematik - kurs inom ULV-projektet";"7,5";"HP";"Grundnivå";"0,02";"0,125";"0,145"
"2019";"MM100U";"Förberedande kurs i matematik - kurs inom ULV-projektet";"7,5";"HP";"Grundnivå";"0,165";"0";"0,165"
"2017";"MM2001";"Matematik I";"30,0";"HP";"Grundnivå";"26,0";"55,55";"81,55"
"2018";"MM2001";"Matematik I";"30,0";"HP";"Grundnivå";"22,8";"43,225";"66,025"
"2019";"MM2001";"Matematik I";"30,0";"HP";"Grundnivå";"31,55";"61,5";"93,05"
"2020";"MM2001";"Matematik I";"30,0";"HP";"Grundnivå";"33,5";"63,15";"96,65"
"2021";"MM2001";"Matematik I";"30,0";"HP";"Grundnivå";"30,05";"54,325";"84,375"
"2017";"MM2002";"Matematik för naturvetenskaper I";"15,0";"HP";"Grundnivå";"7,55";"11,5";"19,05"
"2018";"MM2002";"Matematik för naturvetenskaper I";"15,0";"HP";"Grundnivå";"8,825";"10,375";"19,2"
"2019";"MM2002";"Matematik för naturvetenskaper I";"15,0";"HP";"Grundnivå";"5,725";"8,35";"14,075"
"2020";"MM2002";"Matematik för naturvetenskaper I";"15,0";"HP";"Grundnivå";"7,675";"9,7";"17,375"
"2021";"MM2002";"Matematik för naturvetenskaper I";"15,0";"HP";"Grundnivå";"9,45";"6,375";"15,825"
"2017";"MM2003";"Fördjupning till Matematik I";"7,5";"HP";"Grundnivå";"0,125";"0,625";"0,75"
"2018";"MM2003";"Fördjupning till Matematik I";"7,5";"HP";"Grundnivå";"0";"1,125";"1,125"
"2019";"MM2003";"Fördjupning till Matematik I";"7,5";"HP";"Grundnivå";"0";"0,80833";"0,80833"
"2020";"MM2003";"Fördjupning till Matematik I";"7,5";"HP";"Grundnivå";"0,125";"0,25";"0,375"
"2017";"MM3001";"Matematiska metoder för ekonomer";"7,5";"HP";"Grundnivå";"6,125";"6,5";"12,625"
"2018";"MM3001";"Matematiska metoder för ekonomer";"7,5";"HP";"Grundnivå";"3,75";"6,625";"10,375"
"2019";"MM3001";"Matematiska metoder för ekonomer";"7,5";"HP";"Grundnivå";"6,375";"6,875";"13,25"
"2020";"MM3001";"Matematiska metoder för ekonomer";"7,5";"HP";"Grundnivå";"2,875";"4,5";"7,375"
"2021";"MM3001";"Matematiska metoder för ekonomer";"7,5";"HP";"Grundnivå";"3,875";"5,75";"9,625"
"2017";"MM4000";"Utvalda teman i matematik för lärare";"7,5";"HP";"Grundnivå";"1,0";"0,625";"1,625"
"2018";"MM4000";"Utvalda teman i matematik för lärare";"7,5";"HP";"Grundnivå";"0,75";"1,75";"2,5"
"2019";"MM4000";"Utvalda teman i matematik för lärare";"7,5";"HP";"Grundnivå";"0,125";"0,125";"0,25"
"2017";"MM4001";"Matematik för naturvetenskaper II";"15,0";"HP";"Grundnivå";"3,5";"5,85";"9,35"
"2018";"MM4001";"Matematik för naturvetenskaper II";"15,0";"HP";"Grundnivå";"5,6";"7,5";"13,1"
"2019";"MM4001";"Matematik för naturvetenskaper II";"15,0";"HP";"Grundnivå";"3,5";"5,5";"9,0"
"2020";"MM4001";"Matematik för naturvetenskaper II";"15,0";"HP";"Grundnivå";"3,0";"6,2";"9,2"
"2021";"MM4001";"Matematik för naturvetenskaper II";"15,0";"HP";"Grundnivå";"3,1";"4,15";"7,25"
"2017";"MM4002";"Gymnasieskolans matematik med akademiska ögon";"7,5";"HP";"Grundnivå";"0,125";"0,675";"0,8"
"2018";"MM4002";"Gymnasieskolans matematik med akademiska ögon";"7,5";"HP";"Grundnivå";"0,325";"0,25";"0,575"
"2019";"MM4002";"Gymnasieskolans matematik med akademiska ögon";"7,5";"HP";"Grundnivå";"0,075";"0,05";"0,125"
"2019";"MM4004";"Geometri och programmering för lärare i matematik";"7,5";"HP";"Grundnivå";"1,85";"1,4";"3,25"
"2020";"MM4004";"Geometri och programmering för lärare i matematik";"7,5";"HP";"Grundnivå";"3,85";"3,225";"7,075"
"2021";"MM4004";"Geometri och programmering för lärare i matematik";"7,5";"HP";"Grundnivå";"0,05";"0,05";"0,1"
"2017";"MM403U";"Gymnasieskolans matematik med akademiska ögon - kurs inom ULV-projektet";"7,5";"HP";"Grundnivå";"0";"0,1";"0,1"
"2018";"MM403U";"Gymnasieskolans matematik med akademiska ögon - kurs inom ULV-projektet";"7,5";"HP";"Grundnivå";"0";"0,125";"0,125"
"2019";"MM403U";"Gymnasieskolans matematik med akademiska ögon - kurs inom ULV-projektet";"7,5";"HP";"Grundnivå";"0";"0,025";"0,025"
"2017";"MM404U";"Gymnasieskolans matematik med akademiska ögon - kurs inom VAL-projektet";"7,5";"HP";"Grundnivå";"0";"0,1";"0,1"
"2018";"MM404U";"Gymnasieskolans matematik med akademiska ögon - kurs inom VAL-projektet";"7,5";"HP";"Grundnivå";"0";"0,125";"0,125"
